id,bom_id:id,product_id:id,product_qty,product_uom:id
scenario.bom_line1266,scenario.bom_141810,scenario.product_141730,1,product.product_uom_unit
scenario.bom_line1263,scenario.bom_141810,scenario.product_141719,1,product.product_uom_unit
scenario.bom_line1265,scenario.bom_141810,scenario.product_141734,1,product.product_uom_unit
scenario.bom_line1264,scenario.bom_141810,scenario.product_141748,1,product.product_uom_unit
scenario.bom_line1268,scenario.bom_141811,scenario.product_141755,1,product.product_uom_unit
scenario.bom_line1826,scenario.bom_141811,scenario.product_141735,1,product.product_uom_unit
scenario.bom_line1267,scenario.bom_141811,scenario.product_141719,1,product.product_uom_unit
scenario.bom_line1270,scenario.bom_141811,scenario.product_141731,1,product.product_uom_unit
scenario.bom_line1274,scenario.bom_141812,scenario.product_141732,1,product.product_uom_unit
scenario.bom_line1273,scenario.bom_141812,scenario.product_141736,1,product.product_uom_unit
scenario.bom_line1271,scenario.bom_141812,scenario.product_141719,1,product.product_uom_unit
